numbers_of_elements 250 500 750 1000 1250 1500 1750 2000 2250 2500 2750 3000 
insertion_sort_wrapper 0.0065475399373099204 0.027006099955178796 0.06654269995633513 0.11592056003864855 0.17906786003150046 0.252967459987849 0.3499312600353733 0.4512625199975446 0.5688159199664369 0.6980908999685198 0.8470837400294841 1.011987300007604 
shell_sort_wrapper 0.006375220022164285 0.02731431999709457 0.053417679970152676 0.09355763997882605 0.14677235998678953 0.21579850004054607 0.2899515500292182 0.3767604499589652 0.4771725100232288 0.5891532100038603 0.7060850599547848 0.8508793400134891 
quick_sort_wrapper 0.000952970003709197 0.0022388599812984467 0.003353450051508844 0.004746870021335781 0.006071250000968575 0.007522989949211478 0.008939610002562404 0.010371880023740232 0.012030650023370981 0.012981690024025739 0.01530443006195128 0.016613519936800002 
merge_sort_wrapper 0.0010108199901878833 0.0021449899300932883 0.0034586499445140363 0.004811479966156185 0.006441079988144338 0.007648790022358298 0.009155689971521497 0.010621250001713633 0.012219240027479827 0.0136588100111112 0.015203880006447434 0.016813340014778078 
heap_sort_wrapper 0.0024611600674688816 0.005621910095214844 0.00925650002900511 0.013292679982259869 0.01644078001845628 0.020548079931177198 0.02445915995631367 0.028385599981993435 0.03272481004241854 0.03702019997872412 0.04033353996928781 0.04521734998561442 

numbers_of_elements 250 500 750 1000 1250 1500 1750 2000 2250 2500 2750 3000 
insertion_sort_wrapper 0.013154099974781275 0.05444400007836521 0.12651624998543412 0.22344112996943294 0.349752809968777 0.5381603799993172 0.6841839900240302 0.891495110001415 1.1233584800036625 1.3809923500055448 1.6738356000510977 1.993183819996193 
shell_sort_wrapper 0.010004750033840538 0.041015010024420914 0.0937397499801591 0.1654351299861446 0.25739649005699905 0.37150346001144496 0.5324212000006809 0.6928860699990764 0.864855399960652 1.0672412700252607 1.298271009954624 1.5332170499954372 
quick_sort_wrapper 0.009683899977244437 0.038997679972089826 0.08809925999958068 0.15689642999786885 0.24351758002303542 0.3509594000410289 0.486141959996894 0.6275688400492072 0.7925568899372593 0.996623170026578 1.1892616299912333 1.433006429974921 
merge_sort_wrapper 0.000949839991517365 0.0020911500556394457 0.0032386000035330652 0.0044152999995276335 0.005850059981457889 0.007080880017019809 0.0084761300124228 0.009786559990607202 0.011106710019521415 0.012785580032505095 0.014081410015933216 0.01637087999843061 
