numbers_of_elements 250 500 750 1000 1250 1500 1750 2000 2250 2500 2750 3000 
random_generator 46966.5 187466.2 424121.0 746192.3999999999 1171738.6 1683030.2000000002 2328182.4000000004 3004079.2 3805232.9000000004 4670202.0 5669189.800000001 6728334.5 
increasing_generator 93597.6 374719.30000000005 843347.0 1499462.1 2343094.0 3374221.6999999997 4592841.9 5998970.199999999 7592590.100000001 9373714.2 11342348.5 13498470.200000001 
decreasing_generator 249.0 499.0 749.0 999.0 1249.0 1499.0 1749.0 1999.0 2249.0 2499.0 2749.0 2999.0 
a_shaped_generator 43778.7 124321.59999999999 230560.40000000002 395467.19999999995 600870.1000000001 867806.2999999999 1163946.9 1516869.4 1909598.0 2363285.7 2846976.7 3387754.0999999996 
v_shaped_generator 55480.200000000004 264414.4 610148.8999999999 1105710.2999999998 1744356.4000000001 2506722.2 3433842.5999999996 4480263.699999999 5677546.699999999 7016187.600000001 8485494.7 10115654.600000001 

numbers_of_elements 250 500 750 1000 1250 1500 1750 2000 2250 2500 2750 3000 
random_generator 0.0065475399373099204 0.027006099955178796 0.06654269995633513 0.11592056003864855 0.17906786003150046 0.252967459987849 0.3499312600353733 0.4512625199975446 0.5688159199664369 0.6980908999685198 0.8470837400294841 1.011987300007604 
increasing_generator 0.013154099974781275 0.05444400007836521 0.12651624998543412 0.22344112996943294 0.349752809968777 0.5381603799993172 0.6841839900240302 0.891495110001415 1.1233584800036625 1.3809923500055448 1.6738356000510977 1.993183819996193 
decreasing_generator 6.343002896755934e-05 0.00016221003606915475 0.00022423998452723027 0.0002912599826231599 0.000374489976093173 0.000458499975502491 0.0005273200338706374 0.000606440007686615 0.0006825100164860487 0.0007456099847331643 0.0008423800114542246 0.0009021699894219637 
a_shaped_generator 0.006045639980584383 0.017918669967912138 0.03341270000673831 0.05754767002072185 0.08737756002228707 0.12993141994811594 0.17303539998829365 0.21937411003746093 0.28374300003051756 0.35059484993107615 0.4172785400180146 0.5100279299775139 
v_shaped_generator 0.007870689989067614 0.03911276997532696 0.09626958994194865 0.17011307997163386 0.25891917999833824 0.37551800997462126 0.5146059800172225 0.6659838899970054 0.8507459100103005 1.06371832001023 1.3119283400475978 1.5127432599430903 

numbers_of_elements 250 500 750 1000 1250 1500 1750 2000 2250 2500 2750 3000 
random_generator 38219.399999999994 155502.0 352254.80000000005 624791.3 969001.7999999999 1387155.4 1885884.7999999998 2485074.0 3124247.3 3833067.1999999997 4678788.1 5588413.699999999 
increasing_generator 71232.9 282927.30000000005 633944.3 1123150.4 1750395.2999999998 2520730.3 3436762.4000000004 4485970.199999999 5669729.9 6993737.899999999 8463984.7 10072052.899999999 
decreasing_generator 348.0 690.0 1031.0 1370.0 1716.0 2056.0 2396.0 2736.0 3080.0 3419.0 3760.0 4100.0 
a_shaped_generator 37345.8 82715.4 170558.90000000002 294020.6 460868.69999999995 646594.3 877547.0 1131595.2000000002 1432023.2000000002 1755389.5999999999 2126217.4000000004 2525603.5999999996 
v_shaped_generator 41737.2 217946.69999999998 511924.69999999995 918269.2999999999 1430069.4 2069598.4000000001 2830808.5999999996 3694746.0 4673660.6 5759502.800000001 6975460.300000001 8308599.5 

numbers_of_elements 250 500 750 1000 1250 1500 1750 2000 2250 2500 2750 3000 
random_generator 0.006375220022164285 0.02731431999709457 0.053417679970152676 0.09355763997882605 0.14677235998678953 0.21579850004054607 0.2899515500292182 0.3767604499589652 0.4771725100232288 0.5891532100038603 0.7060850599547848 0.8508793400134891 
increasing_generator 0.010004750033840538 0.041015010024420914 0.0937397499801591 0.1654351299861446 0.25739649005699905 0.37150346001144496 0.5324212000006809 0.6928860699990764 0.864855399960652 1.0672412700252607 1.298271009954624 1.5332170499954372 
decreasing_generator 9.537001606076955e-05 0.00021015999373048545 0.0003109099809080362 0.0004189100116491318 0.0005306799896061421 0.0006424400024116039 0.0007555100135505199 0.0008471700130030513 0.0009562100050970912 0.001067879982292652 0.0012154199415817858 0.0012960599502548575 
a_shaped_generator 0.005434870021417737 0.012468049977906048 0.025818679970689117 0.044622569973580536 0.07101845999713988 0.09897586996667088 0.13470795995090157 0.17341680997051298 0.2187641000142321 0.2688365199835971 0.32663489000406115 0.40538933996576815 
v_shaped_generator 0.005925209983251989 0.032064769929274914 0.07587203001603485 0.1401603599777445 0.21826399997808038 0.3172856400022283 0.4475020500132814 0.5952115699881688 0.7092969100223854 0.8693465300137178 1.0541312899906188 1.2759338299743832 

numbers_of_elements 250 500 750 1000 1250 1500 1750 2000 2250 2500 2750 3000 
random_generator 6010.0 14142.9 22092.4 31465.7 39806.7 50096.7 58580.2 68585.5 79762.0 86388.4 99356.6 109900.2 
increasing_generator 76224.6 308034.6 693287.5 1241104.3 1944633.5 2802074.6 3817544.6 4984801.0 6308832.0 7788800.6 9422050.0 11216271.6 
decreasing_generator 94622.0 376747.0 846372.0 1503497.0 2348122.0 3380247.0 4599872.0 6006997.0 7601622.0 9383747.0 11353372.0 13510497.0 
a_shaped_generator 59029.3 296151.5 743384.6 1270780.9 2084777.2999999998 3021286.5 4147712.0 5452819.0 6997222.199999999 8605762.4 10540310.7 12586454.3 
v_shaped_generator 21265.8 112469.6 271989.3 478616.1 929976.0 1319590.2000000002 1889903.2 2506705.7 3310376.5 3982211.2 4767644.9 5869475.6 

numbers_of_elements 250 500 750 1000 1250 1500 1750 2000 2250 2500 2750 3000 
random_generator 0.000952970003709197 0.0022388599812984467 0.003353450051508844 0.004746870021335781 0.006071250000968575 0.007522989949211478 0.008939610002562404 0.010371880023740232 0.012030650023370981 0.012981690024025739 0.01530443006195128 0.016613519936800002 
increasing_generator 0.009683899977244437 0.038997679972089826 0.08809925999958068 0.15689642999786885 0.24351758002303542 0.3509594000410289 0.486141959996894 0.6275688400492072 0.7925568899372593 0.996623170026578 1.1892616299912333 1.433006429974921 
decreasing_generator 0.014043690031394362 0.06952653999906033 0.1257999299792573 0.2480899999383837 0.3459109000163153 0.4952270399779081 0.6799595100106671 0.8779214699752629 1.110315730026923 1.380306169972755 1.6684427599422633 1.9660336500033737 
a_shaped_generator 0.008663610043004154 0.042231980012729764 0.10551212998107076 0.1890584000153467 0.2998709499370307 0.4447867600247264 0.5986467000097037 0.8012653700076043 1.0240203299792483 1.237411839957349 1.4979501000372692 1.8693607300054282 
v_shaped_generator 0.002959949988871813 0.016133530042134227 0.03653383993078023 0.06785315000452101 0.12701657994184642 0.189855180028826 0.26183450003154574 0.3562480599619448 0.4876893899636343 0.5615193599602207 0.6686289799865335 0.8259691700106486 

numbers_of_elements 250 500 750 1000 1250 1500 1750 2000 2250 2500 2750 3000 
random_generator 6100.4 13691.4 21954.6 30374.2 39331.6 48414.2 57543.0 66762.0 76402.0 86136.0 95919.8 105755.4 
increasing_generator 4764.0 10530.0 17012.0 23062.0 30202.0 37026.0 43790.0 50126.0 57800.0 65406.0 72908.0 80054.0 
decreasing_generator 4718.0 10430.6 16401.2 22847.2 29116.8 35788.2 42523.8 49690.6 56324.4 63220.4 70218.0 77568.0 
a_shaped_generator 4909.6 10617.6 16883.2 23137.2 29867.4 36673.4 43396.2 50083.0 57245.6 64493.0 71797.0 79069.6 
v_shaped_generator 4922.0 10612.4 16873.0 23067.6 29801.0 36516.4 43362.4 50048.2 57260.2 64473.2 71765.0 79069.2 

numbers_of_elements 250 500 750 1000 1250 1500 1750 2000 2250 2500 2750 3000 
random_generator 0.0010108199901878833 0.0021449899300932883 0.0034586499445140363 0.004811479966156185 0.006441079988144338 0.007648790022358298 0.009155689971521497 0.010621250001713633 0.012219240027479827 0.0136588100111112 0.015203880006447434 0.016813340014778078 
increasing_generator 0.000949839991517365 0.0020911500556394457 0.0032386000035330652 0.0044152999995276335 0.005850059981457889 0.007080880017019809 0.0084761300124228 0.009786559990607202 0.011106710019521415 0.012785580032505095 0.014081410015933216 0.01637087999843061 
decreasing_generator 0.0009330800035968423 0.0022812799783423544 0.003352239984087646 0.004485430056229233 0.005813359981402755 0.007095069973729551 0.008471900038421154 0.009738739999011158 0.011096929968334734 0.01254878002218902 0.013849880057387054 0.015142109990119935 
a_shaped_generator 0.0009218100225552916 0.0020396499894559383 0.00324821004178375 0.00461163001600653 0.005822180048562586 0.007219959958456456 0.008514019986614585 0.009758920012973248 0.011196620017290115 0.012427190016023815 0.014101330004632474 0.01569934997241944 
v_shaped_generator 0.0009941600495949388 0.0020613600267097355 0.0033080300083383916 0.004518059967085719 0.0058272899826988574 0.0074331100098788735 0.008503600023686886 0.009752039983868598 0.011202639993280172 0.012800310016609728 0.014063549949787557 0.01529294999781996 

numbers_of_elements 250 500 750 1000 1250 1500 1750 2000 2250 2500 2750 3000 
random_generator 11049.7 25119.5 40380.0 56154.3 72803.5 89798.8 106964.70000000001 124312.5 142278.4 160570.4 178980.5 197675.30000000002 
increasing_generator 10115.7 23227.899999999998 37603.4 52235.5 68023.3 84449.09999999999 100325.2 116796.5 133660.0 151101.5 168295.3 185531.9 
decreasing_generator 11779.5 26630.5 42978.899999999994 59370.1 77151.9 95114.5 113025.20000000001 130719.1 150148.1 169770.2 189271.30000000002 208886.7 
