sort_name data_type n comparison_std time_std
insertion_sort_wrapper random_generator 250 1500.8996561322072 0.00042163464727022054
insertion_sort_wrapper random_generator 500 5309.902212951865 0.0012887701120752734
insertion_sort_wrapper random_generator 750 9984.461750362132 0.00981043954432137
insertion_sort_wrapper random_generator 1000 7312.594663394869 0.007982167891010245
insertion_sort_wrapper random_generator 1250 17866.45001858698 0.011404838326277995
insertion_sort_wrapper random_generator 1500 18444.018704055674 0.006428534680803476
insertion_sort_wrapper random_generator 1750 30739.58907843615 0.01834302093467193
insertion_sort_wrapper random_generator 2000 22515.766371342746 0.01750845047689716
insertion_sort_wrapper random_generator 2250 36866.54067549297 0.016722824763826492
insertion_sort_wrapper random_generator 2500 52479.07462768163 0.016615839110528732
insertion_sort_wrapper random_generator 2750 50841.57397860753 0.02678396139219082
insertion_sort_wrapper random_generator 3000 76775.72578332006 0.021423046293615116
insertion_sort_wrapper increasing_generator 250 7.167829363048327 0.0006478724926421508
insertion_sort_wrapper increasing_generator 500 5.921711464320654 0.0007191195136865212
insertion_sort_wrapper increasing_generator 750 4.898979485566356 0.007374675506144603
insertion_sort_wrapper increasing_generator 1000 4.427188724235731 0.0029901182499078183
insertion_sort_wrapper increasing_generator 1250 4.320493798938574 0.010863182997205983
insertion_sort_wrapper increasing_generator 1500 4.848825745591515 0.030766609725464994
insertion_sort_wrapper increasing_generator 1750 7.183313998427188 0.01594661469846436
insertion_sort_wrapper increasing_generator 2000 6.876691711054734 0.012136380636891897
insertion_sort_wrapper increasing_generator 2250 4.9035134795822115 0.03504339555165266
insertion_sort_wrapper increasing_generator 2500 8.230026326405849 0.01889829231605469
insertion_sort_wrapper increasing_generator 2750 6.616477747093069 0.028030109406786675
insertion_sort_wrapper increasing_generator 3000 4.442221666388715 0.03391665843782832
insertion_sort_wrapper decreasing_generator 250 0.0 1.547758030546615e-06
insertion_sort_wrapper decreasing_generator 500 0.0 4.918289111181831e-05
insertion_sort_wrapper decreasing_generator 750 0.0 3.056536678865107e-05
insertion_sort_wrapper decreasing_generator 1000 0.0 2.6504460861698248e-06
insertion_sort_wrapper decreasing_generator 1250 0.0 1.5982640715670918e-06
insertion_sort_wrapper decreasing_generator 1500 0.0 7.643902523118709e-06
insertion_sort_wrapper decreasing_generator 1750 0.0 3.46023966507368e-06
insertion_sort_wrapper decreasing_generator 2000 0.0 2.0145198550978336e-06
insertion_sort_wrapper decreasing_generator 2250 0.0 4.049508190443775e-06
insertion_sort_wrapper decreasing_generator 2500 0.0 8.718755579683673e-06
insertion_sort_wrapper decreasing_generator 2750 0.0 3.9874074412489006e-05
insertion_sort_wrapper decreasing_generator 3000 0.0 1.5573859511920365e-05
insertion_sort_wrapper a_shaped_generator 250 10868.860410467245 0.002213310846485913
insertion_sort_wrapper a_shaped_generator 500 11876.854046608658 0.0026000695037486747
insertion_sort_wrapper a_shaped_generator 750 11328.275726399554 0.0026906745607663254
insertion_sort_wrapper a_shaped_generator 1000 14004.239872267255 0.0029841216517071923
insertion_sort_wrapper a_shaped_generator 1250 11074.799302921927 0.0023328982920350775
insertion_sort_wrapper a_shaped_generator 1500 11507.729825353623 0.007532463897419519
insertion_sort_wrapper a_shaped_generator 1750 11849.351826623728 0.009750488552970562
insertion_sort_wrapper a_shaped_generator 2000 8384.10336026194 0.0030585409521565587
insertion_sort_wrapper a_shaped_generator 2250 10813.041755213932 0.009203497472536515
insertion_sort_wrapper a_shaped_generator 2500 11186.19822022756 0.008849186621122817
insertion_sort_wrapper a_shaped_generator 2750 6101.497262512247 0.007281369959090742
insertion_sort_wrapper a_shaped_generator 3000 8499.432611128294 0.020463803793950602
insertion_sort_wrapper v_shaped_generator 250 9088.672031099422 0.001885906127576638
insertion_sort_wrapper v_shaped_generator 500 10829.15569910949 0.002549859430275117
insertion_sort_wrapper v_shaped_generator 750 15250.013801086652 0.00824690719192275
insertion_sort_wrapper v_shaped_generator 1000 9710.4819173235 0.006186709523922941
insertion_sort_wrapper v_shaped_generator 1250 9336.399534438673 0.004801663897533221
insertion_sort_wrapper v_shaped_generator 1500 11206.39183482157 0.01134327925906701
insertion_sort_wrapper v_shaped_generator 1750 8675.824587130994 0.011943717369721352
insertion_sort_wrapper v_shaped_generator 2000 9614.543356579945 0.01011383146158296
insertion_sort_wrapper v_shaped_generator 2250 15030.339404758039 0.023275202809105198
insertion_sort_wrapper v_shaped_generator 2500 11892.831372067983 0.027562725414189027
insertion_sort_wrapper v_shaped_generator 2750 13296.353500114232 0.0470654089771931
insertion_sort_wrapper v_shaped_generator 3000 12344.76100484196 0.03132758208759909
shell_sort_wrapper random_generator 250 850.7731385823917 0.001503981619511711
shell_sort_wrapper random_generator 500 3284.3870390412612 0.004273460680498191
shell_sort_wrapper random_generator 750 7955.233815964598 0.0030200778941974044
shell_sort_wrapper random_generator 1000 7294.657128489469 0.0020410265264576444
shell_sort_wrapper random_generator 1250 11973.974674731491 0.002535871727678501
shell_sort_wrapper random_generator 1500 10740.388563217295 0.009206577344483794
shell_sort_wrapper random_generator 1750 18253.207333385428 0.006196771845998453
shell_sort_wrapper random_generator 2000 28489.70086033041 0.006787781552625474
shell_sort_wrapper random_generator 2250 30892.412739124866 0.01420494083413607
shell_sort_wrapper random_generator 2500 29781.14940248837 0.011262616130369827
shell_sort_wrapper random_generator 2750 59998.472062396904 0.017832940140265072
shell_sort_wrapper random_generator 3000 35290.50652890472 0.018500154278395166
shell_sort_wrapper increasing_generator 250 4.993328882953068 0.0004366826219065531
shell_sort_wrapper increasing_generator 500 4.8488257455915145 0.0005048418577989736
shell_sort_wrapper increasing_generator 750 4.9396356140913875 0.00221410412127612
shell_sort_wrapper increasing_generator 1000 3.7475918193480524 0.0035555447219128575
shell_sort_wrapper increasing_generator 1250 5.846176338238334 0.0028401109347808372
shell_sort_wrapper increasing_generator 1500 6.892830413633511 0.0036642923285456113
shell_sort_wrapper increasing_generator 1750 4.402019738458447 0.020709643478632824
shell_sort_wrapper increasing_generator 2000 3.910100879630715 0.03572762855058227
shell_sort_wrapper increasing_generator 2250 3.6575644598253874 0.017669378243553566
shell_sort_wrapper increasing_generator 2500 2.988868236194653 0.044472507675309275
shell_sort_wrapper increasing_generator 2750 3.0477678535099897 0.040678402742358725
shell_sort_wrapper increasing_generator 3000 3.8930136855083823 0.014234123956984306
shell_sort_wrapper decreasing_generator 250 0.0 3.7974058432677712e-06
shell_sort_wrapper decreasing_generator 500 0.0 8.270082696138815e-06
shell_sort_wrapper decreasing_generator 750 0.0 4.882077110363625e-06
shell_sort_wrapper decreasing_generator 1000 0.0 4.871976462688875e-06
shell_sort_wrapper decreasing_generator 1250 0.0 9.419923178437954e-06
shell_sort_wrapper decreasing_generator 1500 0.0 3.4611308960273114e-05
shell_sort_wrapper decreasing_generator 1750 0.0 4.269058816928426e-05
shell_sort_wrapper decreasing_generator 2000 0.0 1.2326509611769835e-05
shell_sort_wrapper decreasing_generator 2250 0.0 1.0754554484580767e-05
shell_sort_wrapper decreasing_generator 2500 0.0 1.8429555485197505e-05
shell_sort_wrapper decreasing_generator 2750 0.0 5.404342786563737e-05
shell_sort_wrapper decreasing_generator 3000 0.0 3.190743391229872e-05
shell_sort_wrapper a_shaped_generator 250 9119.183550199119 0.0018659680879951112
shell_sort_wrapper a_shaped_generator 500 9639.363639669258 0.002067432736749505
shell_sort_wrapper a_shaped_generator 750 11885.118390472833 0.003190803600197106
shell_sort_wrapper a_shaped_generator 1000 11736.655544821011 0.0029245088931419737
shell_sort_wrapper a_shaped_generator 1250 14980.746441868494 0.00421415736232793
shell_sort_wrapper a_shaped_generator 1500 12371.04682357605 0.0029507785018637496
shell_sort_wrapper a_shaped_generator 1750 12824.190925313334 0.003838160631461265
shell_sort_wrapper a_shaped_generator 2000 7183.23790810554 0.0017321504805283135
shell_sort_wrapper a_shaped_generator 2250 12576.874022497712 0.0034315859290311723
shell_sort_wrapper a_shaped_generator 2500 13099.304673658573 0.0033982858714085755
shell_sort_wrapper a_shaped_generator 2750 11899.701314645581 0.0027747743060701166
shell_sort_wrapper a_shaped_generator 3000 11419.665369683806 0.031992697145105595
shell_sort_wrapper v_shaped_generator 250 11014.601993111992 0.0023797983830790305
shell_sort_wrapper v_shaped_generator 500 11303.541881493016 0.0025555758921711603
shell_sort_wrapper v_shaped_generator 750 8646.369074806938 0.002604625922685941
shell_sort_wrapper v_shaped_generator 1000 7315.7926858422 0.002747757054116137
shell_sort_wrapper v_shaped_generator 1250 8668.975938495978 0.0036916227289402375
shell_sort_wrapper v_shaped_generator 1500 11656.695579031917 0.009917073911389025
shell_sort_wrapper v_shaped_generator 1750 8114.296617698912 0.028360554584932435
shell_sort_wrapper v_shaped_generator 2000 11612.601660839544 0.04515499049154929
shell_sort_wrapper v_shaped_generator 2250 9235.852065607038 0.0075575312480718046
shell_sort_wrapper v_shaped_generator 2500 10033.618299386208 0.009474012139547669
shell_sort_wrapper v_shaped_generator 2750 10901.48750094836 0.01290040897243994
shell_sort_wrapper v_shaped_generator 3000 10962.263563901593 0.016181246522330345
quick_sort_wrapper random_generator 250 338.97728537469885 0.00015296518911809748
quick_sort_wrapper random_generator 500 529.1611810739291 0.0002864327419277222
quick_sort_wrapper random_generator 750 886.5325462472066 0.00014183773998216294
quick_sort_wrapper random_generator 1000 1118.6826578118073 0.00020166142532722115
quick_sort_wrapper random_generator 1250 1752.2763480684205 0.0003293153826923871
quick_sort_wrapper random_generator 1500 2176.76997202532 0.0003737145101661694
